Class,1 Hr Diff,2 Hr Diff,3 Hr Diff,4 Hr Diff,5 Hr Diff,6 Hr Diff,7 Hr Diff,7 Hr MA,Compound Score,Positive Score,Neutral Score,Negative Score
-1,-255.12000000000262,-565.3600000000006,-255.12000000000262,-255.12000000000262,-481.49000000000524,-481.49000000000524,-363.75,43984.731428571395,0.9961,0.905,0.08,0.014
1,407.4100000000035,152.29000000000087,-157.9499999999971,152.29000000000087,152.29000000000087,-74.08000000000175,-74.08000000000175,43974.14857142854,0.9989,0.914,0.066,0.02
-1,-373.66999999999825,33.74000000000524,-221.37999999999738,-531.6199999999953,-221.37999999999738,-221.37999999999738,-447.75,43910.18428571425,0.9999,0.935,0.06,0.005
-1,-187.60000000000582,-187.60000000000582,-561.2700000000041,-153.86000000000058,-408.9800000000032,-719.2200000000012,-408.9800000000032,43820.132857142824,0.9999,0.94,0.058,0.002
1,116.19000000000233,-71.41000000000349,-71.41000000000349,-445.08000000000175,-37.669999999998254,-292.7900000000009,-603.0299999999988,43733.985714285685,0.9996,0.967,0.033,0.0
1,264.5,380.6900000000023,193.0899999999965,193.0899999999965,-180.58000000000175,226.83000000000175,-28.290000000000873,43729.94428571426,0.9991,0.918,0.077,0.005
-1,-283.1200000000026,-18.62000000000262,97.56999999999971,-90.03000000000611,-90.03000000000611,-463.70000000000437,-56.29000000000087,43721.902857142835,0.9997,0.907,0.086,0.007
1,293.75,10.62999999999738,275.1299999999974,391.3199999999997,203.7199999999939,203.7199999999939,-169.95000000000437,43697.62428571427,0.9988,0.929,0.057,0.014
-1,-237.45999999999913,56.29000000000087,-226.83000000000175,37.669999999998254,153.86000000000058,-33.74000000000524,-33.74000000000524,43692.80428571427,0.8402,0.9,0.1,0.0
1,592.1500000000015,354.6900000000023,648.4400000000023,365.3199999999997,629.8199999999997,746.010000000002,558.4099999999962,43772.57714285713,0.9999,0.916,0.08,0.004
-1,-149.20999999999913,442.9400000000023,205.4800000000032,499.2300000000032,216.11000000000058,480.6100000000006,596.8000000000029,43857.83428571427,0.9999,0.932,0.068,0.0
-1,-4.44999999999709,-4.44999999999709,-153.65999999999622,438.49000000000524,201.0300000000061,494.7800000000061,211.6600000000035,43956.72999999998,0.9996,0.84,0.111,0.049
-1,-60.080000000001746,-64.52999999999884,-64.52999999999884,-213.73999999999796,378.4100000000035,140.95000000000437,434.70000000000437,44018.82999999997,0.9997,0.872,0.107,0.021
1,213.73999999999796,153.65999999999622,149.20999999999913,149.20999999999913,0.0,592.1500000000015,354.6900000000023,44069.49999999998,1.0,0.881,0.117,0.002
-1,-649.2099999999991,-435.47000000000116,-495.5500000000029,-500.0,-500.0,-649.2099999999991,-57.05999999999767,44061.34857142855,0.9998,0.917,0.083,0.0
1,128.12999999999738,-521.0800000000017,-307.3400000000038,-367.42000000000553,-371.8700000000026,-371.8700000000026,-521.0800000000017,43986.90857142855,0.9992,0.97,0.03,0.0
-1,-162.41999999999825,-162.41999999999825,-162.41999999999825,-34.29000000000087,-683.5,-469.76000000000204,-529.8400000000038,43804.96857142855,0.9999,0.94,0.05,0.01
1,34.29000000000087,34.29000000000087,-128.12999999999738,-128.12999999999738,-128.12999999999738,0.0,-649.2099999999991,43645.1157142857,0.999,0.934,0.066,0.0
-1,-122.16999999999825,-87.87999999999738,-87.87999999999738,-250.29999999999563,-250.29999999999563,-250.29999999999563,-122.16999999999825,43627.662857142845,0.9999,0.914,0.083,0.003
1,24.459999999999127,-97.70999999999913,-63.419999999998254,-63.419999999998254,-225.8399999999965,-225.8399999999965,-225.8399999999965,43595.39999999998,0.9995,0.858,0.137,0.005
1,97.52999999999884,121.98999999999796,-0.18000000000029104,34.11000000000058,34.11000000000058,-128.30999999999767,-128.30999999999767,43577.069999999985,0.9382,0.913,0.087,0.0
-1,-9.349999999998545,88.18000000000029,112.63999999999942,-9.529999999998836,24.760000000002037,24.760000000002037,-137.65999999999622,43557.40428571426,0.9995,0.913,0.082,0.005
-1,-997.2799999999988,-1006.6299999999974,-909.0999999999985,-884.6399999999994,-1006.8099999999977,-972.5199999999968,-972.5199999999968,43418.472857142835,0.9999,0.907,0.085,0.009
1,1737.5400000000009,740.260000000002,730.9100000000035,828.4400000000023,852.9000000000015,730.7300000000032,765.0200000000041,43527.7614285714,0.91,1.0,0.0,0.0
-1,-267.9400000000023,-267.9400000000023,1469.5999999999985,472.3199999999997,462.97000000000116,560.5,584.9599999999991,43715.7171428571,0.9996,0.917,0.078,0.005
-1,-334.6600000000035,-602.6000000000058,-602.6000000000058,1134.939999999995,137.65999999999622,128.30999999999767,225.8399999999965,43747.97999999997,0.9997,0.94,0.06,0.0
1,273.3700000000026,273.3700000000026,-61.29000000000087,-329.2300000000032,-329.2300000000032,1408.3099999999977,411.02999999999884,43825.028571428535,0.9999,0.93,0.038,0.032
1,184.84999999999854,458.22000000000116,458.22000000000116,123.55999999999767,-144.38000000000466,-144.38000000000466,1593.1599999999962,44052.622857142815,0.9988,0.959,0.041,0.0
-1,-173.0899999999965,11.760000000002037,285.13000000000466,285.13000000000466,-49.529999999998836,-317.47000000000116,-317.47000000000116,44007.26999999996,0.9984,0.919,0.081,0.0
1,257.75,84.66000000000349,269.51000000000204,542.8800000000047,542.8800000000047,208.22000000000116,-59.720000000001164,43998.738571428534,0.9912,0.967,0.033,0.0
1,293.4300000000003,551.1800000000003,378.0900000000038,562.9400000000023,836.310000000005,836.310000000005,501.65000000000146,44070.40285714283,0.999,0.952,0.048,0.0
-1,-276.0400000000009,17.389999999999418,275.1399999999994,102.05000000000291,286.90000000000146,560.2700000000041,560.2700000000041,44150.4414285714,0.9996,0.917,0.079,0.003
-1,-297.66999999999825,-573.7099999999991,-280.27999999999884,-22.529999999998836,-195.61999999999534,-10.769999999996799,262.6000000000058,44187.95571428568,0.9986,0.939,0.061,0.0
1,169.5399999999936,-128.13000000000466,-404.17000000000553,-110.74000000000524,147.00999999999476,-26.080000000001746,158.7699999999968,44210.637142857115,0.9999,0.94,0.057,0.003
1,33.63000000000466,203.16999999999825,-94.5,-370.5400000000009,-77.11000000000058,180.63999999999942,7.55000000000291,44211.71571428569,0.9999,0.955,0.041,0.003
-1,-203.16999999999825,-169.5399999999936,0.0,-297.66999999999825,-573.7099999999991,-280.27999999999884,-22.529999999998836,44208.497142857115,0.9999,0.93,0.063,0.007
1,195.61999999999534,-7.55000000000291,26.080000000001746,195.61999999999534,-102.05000000000291,-378.0900000000038,-84.66000000000349,44196.40285714283,0.9994,0.926,0.074,0.0
-1,-26.729999999995925,168.88999999999942,-34.279999999998836,-0.6499999999941792,168.88999999999942,-128.77999999999884,-404.8199999999997,44138.5714285714,0.9994,0.909,0.081,0.01
1,73.36999999999534,46.63999999999942,242.25999999999476,39.08999999999651,72.72000000000116,242.25999999999476,-55.41000000000349,44130.65571428568,0.9999,0.935,0.057,0.008
1,40.61000000000058,40.61000000000058,113.97999999999593,87.25,282.86999999999534,79.69999999999709,113.33000000000175,44181.454285714244,0.875,0.955,0.045,0.0
-1,-321.5400000000009,-280.9300000000003,-280.9300000000003,-207.56000000000495,-234.29000000000087,-38.67000000000553,-241.84000000000378,44146.90571428567,1.0,0.959,0.04,0.001
1,202.65000000000146,-118.88999999999942,-78.27999999999884,-78.27999999999884,-4.9100000000034925,-31.639999999999418,163.97999999999593,44170.331428571386,0.9999,0.911,0.078,0.01
-1,-2021.6900000000023,-1819.0400000000009,-2140.5800000000017,-2099.970000000001,-2099.970000000001,-2026.6000000000058,-2053.3300000000017,43876.998571428536,0.9999,0.866,0.124,0.01
-1,-422.3099999999977,-2444.0,-2241.3499999999985,-2562.8899999999994,-2522.279999999999,-2522.279999999999,-2448.9100000000035,43527.154285714256,0.9995,0.832,0.159,0.009
-1,-30.010000000002037,-452.3199999999997,-2474.010000000002,-2271.3600000000006,-2592.9000000000015,-2552.290000000001,-2552.290000000001,43162.5414285714,0.9999,0.908,0.084,0.008
1,452.3199999999997,422.3099999999977,0.0,-2021.6900000000023,-1819.0400000000009,-2140.5800000000017,-2099.970000000001,42862.54571428569,0.9999,0.942,0.041,0.018
-1,-193.27999999999884,259.0400000000009,229.02999999999884,-193.27999999999884,-2214.970000000001,-2012.3199999999997,-2333.8600000000006,42529.13714285712,0.9994,0.928,0.072,0.0
1,108.9800000000032,-84.29999999999563,368.0200000000041,338.01000000000204,-84.29999999999563,-2105.989999999998,-1903.3399999999965,42257.2314285714,0.9999,0.927,0.06,0.013
1,182.51000000000204,291.49000000000524,98.2100000000064,550.5300000000061,520.5200000000041,98.2100000000064,-1923.479999999996,41982.44857142854,1.0,0.95,0.041,0.01
-1,-291.49000000000524,-108.9800000000032,0.0,-193.27999999999884,259.0400000000009,229.02999999999884,-193.27999999999884,41954.837142857104,0.9998,0.926,0.072,0.003
1,611.810000000005,320.3199999999997,502.83000000000175,611.810000000005,418.5300000000061,870.8500000000058,840.8400000000038,42074.9571428571,0.999,0.902,0.091,0.007
-1,-238.84000000000378,-238.84000000000378,372.97000000000116,81.47999999999593,263.98999999999796,372.97000000000116,179.69000000000233,42225.034285714246,0.999,0.953,0.039,0.007
1,238.84000000000378,0.0,0.0,611.810000000005,320.3199999999997,502.83000000000175,611.810000000005,42312.43571428567,0.9936,0.927,0.073,0.0
-1,-586.1200000000026,-347.27999999999884,-586.1200000000026,-586.1200000000026,25.69000000000233,-265.8000000000029,-83.29000000000087,42300.537142857094,0.9997,0.952,0.048,0.0
-1,-170.72000000000116,-756.8400000000038,-518.0,-756.8400000000038,-756.8400000000038,-145.02999999999884,-436.5200000000041,42238.1771428571,0.9987,0.922,0.072,0.006
1,420.8799999999974,420.8799999999974,250.15999999999622,-335.9600000000064,-97.12000000000262,-335.9600000000064,-335.9600000000064,42169.464285714246,0.9999,0.942,0.056,0.002
1,97.12000000000262,518.0,518.0,347.27999999999884,-238.84000000000378,0.0,-238.84000000000378,42135.34428571425,0.9987,0.865,0.135,0.0
-1,-242.12999999999738,-145.00999999999476,275.8700000000026,275.8700000000026,105.15000000000146,-480.97000000000116,-242.12999999999738,42100.75428571425,0.9999,0.922,0.076,0.002
1,74.72999999999593,74.72999999999593,-167.40000000000146,-70.27999999999884,350.59999999999854,350.59999999999854,179.87999999999738,42057.7414285714,0.9997,0.886,0.109,0.005
-1,-25.349999999998545,49.37999999999738,49.37999999999738,-192.75,-95.62999999999738,325.25,325.25,42104.20571428568,0.9985,0.9,0.094,0.006
1,577.0999999999985,551.75,626.4799999999959,626.4799999999959,384.34999999999854,481.47000000000116,902.3499999999985,42233.11285714282,0.9989,0.934,0.066,0.0
-1,-551.75,25.349999999998545,0.0,74.72999999999593,74.72999999999593,-167.40000000000146,-70.27999999999884,42223.072857142826,0.9987,0.978,0.022,0.0
1,35.35000000000582,-516.3999999999942,60.700000000004366,35.35000000000582,110.08000000000175,110.08000000000175,-132.04999999999563,42204.20857142854,0.9999,0.907,0.093,0.0
1,367.79999999999563,403.15000000000146,-148.59999999999854,428.5,403.15000000000146,477.8799999999974,477.8799999999974,42272.47714285711,0.9989,0.954,0.038,0.008
-1,-403.15000000000146,-403.15000000000146,-35.35000000000582,0.0,-551.75,25.349999999998545,0.0,42340.74571428569,0.9999,0.935,0.062,0.003
1,367.5,-35.650000000001455,-35.650000000001455,332.1499999999942,367.5,-184.25,392.84999999999854,42396.86714285711,1.0,0.956,0.044,0.0
-1,-262.66999999999825,104.83000000000175,-298.3199999999997,-298.3199999999997,69.47999999999593,104.83000000000175,-446.91999999999825,42333.021428571396,0.9995,0.905,0.095,0.0
1,262.66999999999825,262.66999999999825,262.66999999999825,262.66999999999825,262.66999999999825,0.0,367.5,42325.188571428545,0.9995,0.914,0.086,0.0
1,15.190000000002328,277.8600000000006,277.8600000000006,277.8600000000006,277.8600000000006,277.8600000000006,15.190000000002328,42327.35857142855,0.9477,0.852,0.148,0.0
-1,-273.8099999999977,-273.8099999999977,-273.8099999999977,-258.61999999999534,4.05000000000291,4.05000000000291,4.05000000000291,42407.32571428568,0.9984,0.933,0.049,0.019
1,340.5199999999968,66.70999999999913,66.70999999999913,66.70999999999913,81.90000000000146,344.5699999999997,344.5699999999997,42456.549999999974,0.999,0.945,0.05,0.005
1,70.4800000000032,411.0,137.19000000000233,137.19000000000233,137.19000000000233,152.38000000000466,415.0500000000029,42515.84285714283,0.9999,0.922,0.078,0.0
-1,-75.44000000000233,-4.959999999999127,335.5599999999977,61.75,61.75,61.75,76.94000000000233,42526.834285714256,0.9001,0.857,0.143,0.0
-1,-61.75,-61.75,-137.19000000000233,-66.70999999999913,273.8099999999977,0.0,0.0,42535.655714285684,0.9999,0.945,0.051,0.004
1,77.55999999999767,15.809999999997672,15.809999999997672,-59.63000000000466,10.849999999998545,351.36999999999534,77.55999999999767,42546.735714285685,0.8402,0.9,0.1,0.0
-1,-378.2900000000009,-300.7300000000032,-362.4800000000032,-362.4800000000032,-437.92000000000553,-367.4400000000023,-26.92000000000553,42542.88999999997,0.9999,0.91,0.086,0.004
1,182.45000000000437,-195.8399999999965,-118.27999999999884,-180.02999999999884,-180.02999999999884,-255.47000000000116,-184.98999999999796,42516.46285714283,0.9999,0.943,0.057,0.0
-1,-163.05999999999767,-163.05999999999767,19.390000000006694,-358.8999999999942,-281.3399999999965,-343.0899999999965,-343.0899999999965,42430.95428571426,0.9999,0.916,0.084,0.0
1,6.129999999997381,-156.9300000000003,-156.9300000000003,25.520000000004075,-352.7699999999968,-275.2099999999991,-336.9599999999991,42382.817142857115,0.9993,0.922,0.067,0.01
1,1.5,7.629999999997381,-155.4300000000003,-155.4300000000003,27.020000000004075,-351.2699999999968,-273.7099999999991,42343.71571428568,0.9997,0.888,0.107,0.005
1,92.08000000000175,93.58000000000175,99.70999999999913,-63.349999999998545,-63.349999999998545,119.10000000000582,-259.18999999999505,42306.68857142854,0.9993,0.962,0.038,0.0
1,259.18999999999505,351.2699999999968,352.7699999999968,358.8999999999942,195.8399999999965,195.8399999999965,378.2900000000009,42360.72999999997,0.9987,0.944,0.05,0.006
-1,-311.0599999999977,-51.87000000000262,40.20999999999913,41.70999999999913,47.83999999999651,-115.22000000000116,-115.22000000000116,42344.26999999997,0.9998,0.937,0.063,0.0
1,151.6800000000003,-159.37999999999738,99.80999999999767,191.88999999999942,193.38999999999942,199.5199999999968,36.45999999999913,42349.47857142853,0.9997,0.951,0.042,0.008
1,17.159999999996217,168.8399999999965,-142.22000000000116,116.96999999999389,209.04999999999563,210.54999999999563,216.67999999999302,42380.43285714281,0.9991,0.953,0.042,0.005
-1,-116.96999999999389,-99.80999999999767,51.87000000000262,-259.18999999999505,0.0,92.08000000000175,93.58000000000175,42393.80142857139,0.9992,0.969,0.031,0.0
1,90.75999999999476,-26.209999999999127,-9.05000000000291,142.62999999999738,-168.4300000000003,90.75999999999476,182.8399999999965,42419.92142857139,0.9991,0.957,0.043,0.0
-1,-382.84999999999854,-292.0900000000038,-409.0599999999977,-391.90000000000146,-240.22000000000116,-551.2799999999988,-292.0900000000038,42378.19428571425,0.9996,0.918,0.082,0.0
1,504.3400000000038,121.49000000000524,212.25,95.28000000000611,112.44000000000233,264.1200000000026,-46.93999999999505,42371.488571428534,0.9936,0.919,0.081,0.0
-1,-59.05000000000291,445.2900000000009,62.44000000000233,153.1999999999971,36.2300000000032,53.38999999999942,205.0699999999997,42400.78428571425,0.9999,0.926,0.074,0.0
1,30.2699999999968,-28.780000000006112,475.5599999999977,92.70999999999913,183.4699999999939,66.5,83.65999999999622,42412.73571428568,0.9998,0.91,0.075,0.015
-1,-79.02999999999884,-48.76000000000204,-107.81000000000495,396.52999999999884,13.680000000000291,104.43999999999505,-12.529999999998836,42410.94571428568,0.9996,0.918,0.078,0.004
1,51.85000000000582,-27.179999999993015,3.0900000000037835,-55.95999999999913,448.38000000000466,65.53000000000611,156.29000000000087,42433.27285714283,0.9981,0.67,0.33,0.0
1,82.11999999999534,133.97000000000116,54.94000000000233,85.20999999999913,26.159999999996217,530.5,147.65000000000146,42454.36571428569,0.9921,0.892,0.052,0.055
-1,-247.12999999999738,-165.01000000000204,-113.15999999999622,-192.18999999999505,-161.91999999999825,-220.97000000000116,283.3700000000026,42494.847142857114,0.9999,0.897,0.093,0.01
-1,-44.38000000000466,-291.51000000000204,-209.3900000000067,-157.54000000000087,-236.5699999999997,-206.3000000000029,-265.3500000000058,42456.93999999998,0.9999,0.917,0.074,0.009
-1,-321.0599999999977,-321.0599999999977,-365.4400000000023,-612.5699999999997,-530.4500000000044,-478.59999999999854,-557.6299999999974,42347.80714285713,0.9994,0.922,0.078,0.0
1,530.4500000000044,209.3900000000067,209.3900000000067,165.01000000000204,-82.11999999999534,0.0,51.85000000000582,42355.214285714275,0.9997,0.956,0.044,0.0
-1,-51.85000000000582,478.59999999999854,157.54000000000087,157.54000000000087,113.15999999999622,-133.97000000000116,-51.85000000000582,42347.80714285713,0.9994,0.953,0.047,0.0
-1,-49.349999999998545,-101.20000000000437,429.25,108.19000000000233,108.19000000000233,63.80999999999767,-183.3199999999997,42321.61857142857,0.9998,0.895,0.105,0.0
-1,-321.76000000000204,-321.76000000000204,-321.76000000000204,-371.1100000000006,-422.9600000000064,107.48999999999796,-213.5699999999997,42315.67999999999,0.9936,0.911,0.089,0.0
1,149.35000000000582,149.35000000000582,-172.40999999999622,-172.40999999999622,-172.40999999999622,-221.75999999999476,-273.6100000000006,42291.948571428555,0.9999,0.954,0.046,0.0
-1,-103.0,46.35000000000582,46.35000000000582,-275.4099999999962,-275.4099999999962,-275.4099999999962,-324.75999999999476,42245.55428571427,0.9999,0.892,0.105,0.002
1,299.8999999999942,196.89999999999418,346.25,346.25,24.489999999997963,24.489999999997963,24.489999999997963,42249.05285714284,0.9999,0.944,0.053,0.003
1,42.01000000000204,341.9099999999962,238.90999999999622,388.26000000000204,388.26000000000204,66.5,66.5,42258.55285714284,0.9999,0.922,0.078,0.0
-1,-138.87000000000262,-96.86000000000058,203.0399999999936,100.0399999999936,249.38999999999942,249.38999999999942,-72.37000000000262,42248.21428571426,0.9999,0.919,0.079,0.002
-1,-17.56999999999971,-156.44000000000233,-114.43000000000029,185.4699999999939,82.46999999999389,231.8199999999997,231.8199999999997,42281.33142857141,0.9996,0.911,0.084,0.005
-1,-14.389999999999418,-14.389999999999418,-31.959999999999127,-170.83000000000175,-128.8199999999997,171.07999999999447,68.07999999999447,42324.17428571427,0.975,0.911,0.089,0.0
1,20.790000000000873,6.400000000001455,6.400000000001455,-11.169999999998254,-150.04000000000087,-108.02999999999884,191.86999999999534,42351.58428571426,0.9995,0.899,0.081,0.02
1,102.88999999999942,123.68000000000029,109.29000000000087,109.29000000000087,91.72000000000116,-47.150000000001455,-5.139999999999418,42350.84999999998,0.9995,0.962,0.038,0.0
-1,-294.75999999999476,-191.86999999999534,-171.07999999999447,-185.4699999999939,-185.4699999999939,-203.0399999999936,-341.9099999999962,42302.00571428569,0.9988,0.85,0.15,0.0
1,186.48999999999796,-108.2699999999968,-5.379999999997381,15.410000000003492,1.0200000000040745,1.0200000000040745,-16.549999999995634,42299.64142857139,0.9998,0.933,0.067,0.0
-1,-18.669999999998254,167.8199999999997,-126.93999999999505,-24.049999999995634,-3.2599999999947613,-17.64999999999418,-17.64999999999418,42297.11999999996,0.9999,0.895,0.105,0.0
-1,-209.2800000000061,-227.95000000000437,-41.4600000000064,-336.22000000000116,-233.33000000000175,-212.54000000000087,-226.9300000000003,42264.70142857138,0.9988,0.925,0.075,0.0
1,387.570000000007,178.29000000000087,159.62000000000262,346.1100000000006,51.35000000000582,154.24000000000524,175.0300000000061,42289.70571428567,1.0,0.957,0.037,0.006
-1,-46.2100000000064,-46.2100000000064,341.3600000000006,132.07999999999447,113.40999999999622,299.8999999999942,5.139999999999418,42312.474285714256,0.9996,0.87,0.126,0.004
-1,-235.61999999999534,-235.61999999999534,-281.83000000000175,-281.83000000000175,105.74000000000524,-103.54000000000087,-122.20999999999913,42337.85857142855,0.9998,0.955,0.045,0.0
1,671.1999999999971,435.58000000000175,435.58000000000175,389.36999999999534,389.36999999999534,776.9400000000023,567.6599999999962,42418.95285714283,0.9997,0.93,0.07,0.0
-1,-111.20999999999913,559.989999999998,324.3700000000026,324.3700000000026,278.1599999999962,278.1599999999962,665.7300000000032,42514.05714285711,1.0,0.922,0.075,0.003
1,111.20999999999913,0.0,671.1999999999971,435.58000000000175,435.58000000000175,389.36999999999534,389.36999999999534,42569.6814285714,1.0,0.963,0.035,0.002
-1,-671.1999999999971,-559.989999999998,-671.1999999999971,0.0,-235.61999999999534,-235.61999999999534,-281.83000000000175,42529.41999999998,1.0,0.957,0.042,0.001
-1,-52.31999999999971,-723.5199999999968,-612.3099999999977,-723.5199999999968,-52.31999999999971,-287.93999999999505,-287.93999999999505,42488.28571428569,0.999,0.926,0.074,0.0
1,5.360000000000582,5.360000000000582,5.360000000000582,-46.95999999999913,-718.1599999999962,-606.9499999999971,-718.1599999999962,42337.082857142836,1.0,0.951,0.046,0.003
1,606.9499999999971,612.3099999999977,612.3099999999977,612.3099999999977,559.989999999998,-111.20999999999913,0.0,42337.082857142836,0.999,0.985,0.015,0.0
-1,-5.569999999999709,601.3799999999974,606.739999999998,606.739999999998,606.739999999998,554.4199999999983,-116.77999999999884,42320.39999999997,0.9989,0.94,0.049,0.011
-1,-838.3399999999965,-843.9099999999962,-236.95999999999913,-231.59999999999854,-231.59999999999854,-231.59999999999854,-283.91999999999825,42279.839999999975,0.9998,0.917,0.083,0.0
1,770.5999999999985,-67.73999999999796,-73.30999999999767,533.6399999999994,539.0,539.0,539.0,42356.839999999975,0.9999,0.936,0.052,0.012
-1,-37.88000000000466,732.7199999999939,-105.62000000000262,-111.19000000000233,495.75999999999476,501.11999999999534,501.11999999999534,42428.42857142854,0.9999,0.884,0.116,0.0
-1,-428.8399999999965,-466.72000000000116,303.8799999999974,-534.4599999999991,-540.0299999999988,66.91999999999825,72.27999999999884,42438.754285714254,0.9998,0.925,0.066,0.009
1,31.669999999998254,-397.16999999999825,-435.0500000000029,335.54999999999563,-502.7900000000009,-508.3600000000006,98.58999999999651,42452.83857142855,0.9849,0.88,0.12,0.0
1,61.950000000004366,61.950000000004366,61.950000000004366,93.62000000000262,-335.2199999999939,-373.09999999999854,397.5,42365.17428571427,0.9994,0.953,0.047,0.0
1,585.4499999999971,647.4000000000015,647.4000000000015,647.4000000000015,679.0699999999997,250.2300000000032,212.34999999999854,42395.50999999997,0.9994,0.932,0.068,0.0
1,642.6699999999983,1228.1199999999953,1290.0699999999997,1290.0699999999997,1290.0699999999997,1321.739999999998,892.9000000000015,42523.06714285712,0.9999,0.914,0.079,0.007
-1,-505.86999999999534,136.8000000000029,722.25,784.2000000000044,784.2000000000044,784.2000000000044,815.8700000000026,42639.61999999999,0.9998,0.934,0.066,0.0
1,360.2299999999959,360.2299999999959,-145.63999999999942,497.02999999999884,1082.479999999996,1144.4300000000003,1144.4300000000003,42915.13857142855,0.9989,0.937,0.055,0.008
-1,-497.02999999999884,-497.02999999999884,-136.8000000000029,-136.8000000000029,-642.6699999999983,0.0,585.4499999999971,43162.264285714264,0.9999,0.952,0.048,0.0
1,580.1800000000003,83.15000000000146,83.15000000000146,443.3799999999974,443.3799999999974,-62.48999999999796,580.1800000000003,43245.147142857124,0.9995,0.946,0.054,0.0
-1,-385.98999999999796,194.19000000000233,-302.8399999999965,-302.8399999999965,57.38999999999942,57.38999999999942,-448.4799999999959,43181.078571428545,0.9988,0.976,0.024,0.0
1,48.0399999999936,-337.95000000000437,242.22999999999593,-254.8000000000029,-254.8000000000029,105.42999999999302,105.42999999999302,43196.13999999996,0.9996,0.924,0.065,0.011
1,240.58000000000175,240.58000000000175,288.61999999999534,-97.37000000000262,482.8099999999977,-14.220000000001164,-14.220000000001164,43209.16999999995,0.9993,0.912,0.088,0.0
-1,-212.5899999999965,-212.5899999999965,27.99000000000524,27.99000000000524,76.02999999999884,-309.9599999999991,270.22000000000116,43245.74142857138,0.8176,1.0,0.0,0.0
1,39.69999999999709,-172.88999999999942,-172.88999999999942,67.69000000000233,67.69000000000233,115.72999999999593,-270.26000000000204,43207.13285714281,0.9999,0.913,0.087,0.0
1,332.75,372.4499999999971,159.86000000000058,159.86000000000058,400.4400000000023,400.4400000000023,448.4799999999959,43271.201428571374,0.9999,0.946,0.054,0.0
-1,-159.86000000000058,172.88999999999942,212.5899999999965,0.0,0.0,240.58000000000175,240.58000000000175,43305.56999999995,0.9945,0.949,0.033,0.017
-1,-75.45999999999913,-235.3199999999997,97.43000000000029,137.12999999999738,-75.45999999999913,-75.45999999999913,165.12000000000262,43329.15857142852,0.9999,0.945,0.053,0.002
1,154.59000000000378,79.13000000000466,-80.72999999999593,252.02000000000407,291.72000000000116,79.13000000000466,79.13000000000466,43340.462857142804,0.9995,0.964,0.036,0.0
-1,-53.450000000004366,101.13999999999942,25.68000000000029,-134.1800000000003,198.5699999999997,238.2699999999968,25.68000000000029,43344.131428571374,1.0,0.936,0.057,0.007
-1,-1227.0299999999988,-1280.4800000000032,-1125.8899999999994,-1201.3499999999985,-1361.2099999999991,-1028.4599999999991,-988.760000000002,43202.87999999995,1.0,0.911,0.079,0.01
1,392.08000000000175,-834.9499999999971,-888.4000000000015,-733.8099999999977,-809.2699999999968,-969.1299999999974,-636.3799999999974,43111.96857142852,0.9996,0.934,0.066,0.0
-1,-222.76000000000204,169.3199999999997,-1057.7099999999991,-1111.1600000000035,-956.5699999999997,-1032.0299999999988,-1191.8899999999994,42941.698571428526,1.0,0.955,0.042,0.003
1,56.63999999999942,-166.12000000000262,225.95999999999913,-1001.0699999999997,-1054.520000000004,-899.9300000000003,-975.3899999999994,42802.3571428571,1.0,0.89,0.104,0.007
1,1124.9000000000015,1181.5400000000009,958.7799999999988,1350.8600000000006,123.83000000000175,70.37999999999738,224.97000000000116,42834.495714285666,0.9998,0.91,0.09,0.0
-1,-849.1200000000026,275.77999999999884,332.41999999999825,109.65999999999622,501.73999999999796,-725.2900000000009,-778.7400000000052,42723.2471428571,0.9918,0.937,0.063,0.0
1,1137.4000000000015,288.27999999999884,1413.1800000000003,1469.8199999999997,1247.0599999999977,1639.1399999999994,412.1100000000006,42782.11999999996,0.9998,0.929,0.071,0.0
-1,-182.75,954.6500000000015,105.52999999999884,1230.4300000000003,1287.0699999999997,1064.3099999999977,1456.3899999999994,42990.17571428568,0.9987,0.92,0.064,0.017
-1,-869.6699999999983,-1052.4199999999983,84.9800000000032,-764.1399999999994,360.76000000000204,417.40000000000146,194.63999999999942,43017.98142857139,0.9999,0.914,0.086,0.0
1,846.3099999999977,-23.360000000000582,-206.11000000000058,931.2900000000009,82.16999999999825,1207.0699999999997,1263.7099999999991,43198.51142857138,0.9997,0.915,0.085,0.0
1,81.45000000000437,81.45000000000437,81.45000000000437,81.45000000000437,927.760000000002,58.09000000000378,-124.65999999999622,43497.921428571375,0.9979,0.943,0.046,0.011
1,134.36000000000058,215.81000000000495,215.81000000000495,215.81000000000495,215.81000000000495,1062.1200000000026,192.45000000000437,43525.41428571423,0.9998,0.909,0.085,0.006
1,89.75,224.11000000000058,305.56000000000495,305.56000000000495,305.56000000000495,305.56000000000495,1151.8700000000026,43689.96714285709,1.0,0.92,0.077,0.003
1,965.239999999998,965.239999999998,1054.989999999998,1189.3499999999985,1270.800000000003,1270.800000000003,1270.800000000003,43915.16142857138,1.0,0.89,0.102,0.009
-1,-451.1900000000023,514.0499999999956,514.0499999999956,603.7999999999956,738.1599999999962,819.6100000000006,819.6100000000006,44032.24857142853,1.0,0.946,0.053,0.002
-1,-566.0499999999956,-1017.239999999998,-52.0,-52.0,37.75,172.11000000000058,253.56000000000495,44068.471428571385,0.9993,0.954,0.041,0.004
