Class,1 Hr Diff,2 Hr Diff,3 Hr Diff,4 Hr Diff,5 Hr Diff,6 Hr Diff,7 Hr Diff,7 Hr MA,Compound Score,Positive Score,Neutral Score,Negative Score
-1,-31.580000000001746,267.1499999999942,-101.06000000000495,348.18999999999505,-641.9800000000032,-704.7900000000009,-337.5900000000038,43645.70857142854,0.9999,0.941,0.059,0.0
1,54.18000000000029,22.599999999998545,321.32999999999447,-46.88000000000466,402.36999999999534,-587.8000000000029,-650.6100000000006,43552.76428571426,0.9996,0.907,0.088,0.005
-1,-206.4699999999939,-152.2899999999936,-183.86999999999534,114.86000000000058,-253.34999999999854,195.90000000000146,-794.2699999999968,43439.29714285711,0.9999,0.799,0.201,0.0
-1,-192.4600000000064,-192.4600000000064,-398.9300000000003,-344.75,-376.33000000000175,-77.60000000000582,-445.81000000000495,43403.59571428568,0.9999,0.937,0.057,0.007
1,286.4800000000032,94.0199999999968,94.0199999999968,-112.44999999999709,-58.2699999999968,-89.84999999999854,208.87999999999738,43433.43571428568,0.9998,0.91,0.09,0.0
-1,-167.04000000000087,119.44000000000233,-73.02000000000407,-73.02000000000407,-279.48999999999796,-225.30999999999767,-256.8899999999994,43396.73714285711,0.9999,0.925,0.068,0.007
1,289.22000000000116,289.22000000000116,122.18000000000029,408.6600000000035,216.1999999999971,216.1999999999971,9.730000000003201,43365.939999999966,0.9996,0.901,0.099,0.0
-1,-412.09999999999854,-122.87999999999738,-122.87999999999738,-289.91999999999825,-3.4399999999950523,-195.90000000000146,-195.90000000000146,43337.95428571426,0.9998,0.915,0.085,0.0
1,57.669999999998254,-354.4300000000003,-65.20999999999913,-65.20999999999913,-232.25,54.2300000000032,-138.2300000000032,43318.20714285712,0.9999,0.903,0.092,0.005
1,165.11000000000058,222.77999999999884,-189.3199999999997,99.90000000000146,99.90000000000146,-67.13999999999942,219.34000000000378,43349.5414285714,0.9996,0.933,0.067,0.0
1,715.5999999999985,880.7099999999991,938.3799999999974,526.2799999999988,815.5,815.5,648.4599999999991,43442.17857142854,0.9999,0.904,0.096,0.0
1,578.0900000000038,1293.6900000000023,1458.800000000003,1516.4700000000012,1104.3700000000026,1393.5900000000038,1393.5900000000038,43641.26285714283,0.9999,0.89,0.105,0.004
-1,-876.810000000005,-298.72000000000116,416.8799999999974,581.989999999998,639.6599999999962,227.55999999999767,516.7799999999988,43715.08857142854,0.9998,0.913,0.087,0.0
1,627.510000000002,-249.3000000000029,328.7900000000009,1044.3899999999994,1209.5,1267.1699999999983,855.0699999999997,43837.2414285714,0.9998,0.941,0.057,0.002
-1,-247.6600000000035,379.84999999999854,-496.9600000000064,81.12999999999738,796.7299999999959,961.8399999999965,1019.5099999999948,43982.88571428568,0.9997,0.926,0.064,0.01
-1,-295.2899999999936,-542.9499999999971,84.56000000000495,-792.25,-214.15999999999622,501.4400000000023,666.5500000000029,44078.10714285711,0.9998,0.897,0.103,0.0
-1,-501.4400000000023,-796.7299999999959,-1044.3899999999994,-416.8799999999974,-1293.6900000000023,-715.5999999999985,0.0,44078.10714285711,0.9996,0.922,0.074,0.005
1,353.1399999999994,-148.3000000000029,-443.5899999999965,-691.25,-63.73999999999796,-940.5500000000029,-362.4599999999991,44026.32714285711,0.9998,0.892,0.102,0.006
1,91.62000000000262,444.76000000000204,-56.68000000000029,-351.9699999999939,-599.6299999999974,27.880000000004657,-848.9300000000003,43905.051428571394,0.9999,0.869,0.114,0.017
-1,-176.47000000000116,-84.84999999999854,268.2900000000009,-233.15000000000146,-528.439999999995,-776.0999999999985,-148.5899999999965,43883.824285714254,0.9998,0.906,0.094,0.0
1,14.589999999996508,-161.88000000000466,-70.26000000000204,282.8799999999974,-218.56000000000495,-513.8499999999985,-761.510000000002,43775.03714285711,0.9998,0.901,0.099,0.0
1,790.9300000000003,805.5199999999968,629.0499999999956,720.6699999999983,1073.8099999999977,572.3699999999953,277.08000000000175,43814.61999999996,0.9999,0.948,0.052,0.0
-1,-720.6699999999983,70.26000000000204,84.84999999999854,-91.62000000000262,0.0,353.1399999999994,-148.3000000000029,43793.43428571425,0.9999,0.846,0.145,0.009
-1,-5391.790000000001,-6112.459999999999,-5321.529999999999,-5306.940000000002,-5483.4100000000035,-5391.790000000001,-5038.6500000000015,43073.62714285711,0.9999,0.951,0.04,0.009
-1,-542.3300000000017,-5934.120000000003,-6654.790000000001,-5863.860000000001,-5849.270000000004,-6025.740000000005,-5934.120000000003,42225.89571428568,0.9999,0.911,0.089,0.0
1,308.90000000000146,-233.4300000000003,-5625.220000000001,-6345.889999999999,-5554.959999999999,-5540.370000000003,-5716.840000000004,41409.20428571426,0.9998,0.901,0.096,0.003
1,232.0,540.9000000000015,-1.430000000000291,-5393.220000000001,-6113.889999999999,-5322.959999999999,-5308.370000000003,40650.86571428569,0.9999,0.923,0.066,0.011
-1,-355.1999999999971,-123.19999999999709,185.70000000000437,-356.6299999999974,-5748.419999999998,-6469.0899999999965,-5678.159999999996,39839.699999999975,0.9998,0.904,0.09,0.006
1,376.11999999999534,20.919999999998254,252.91999999999825,561.8199999999997,19.489999999997963,-5372.300000000003,-6092.970000000001,38969.27571428569,0.9999,0.936,0.064,0.0
-1,-612.189999999995,-236.0699999999997,-591.2699999999968,-359.2699999999968,-50.36999999999534,-592.6999999999971,-5984.489999999998,38114.348571428556,0.9999,0.907,0.091,0.002
1,592.6999999999971,-19.489999999997963,356.6299999999974,1.430000000000291,233.4300000000003,542.3300000000017,0.0,38114.348571428556,0.9998,0.928,0.072,0.0
-1,-592.6999999999971,-592.6999999999971,0.0,-612.189999999995,-236.0699999999997,-591.2699999999968,-359.2699999999968,38140.499999999985,0.9998,0.919,0.081,0.0
1,232.18999999999505,-360.51000000000204,-360.51000000000204,232.18999999999505,-380.0,-3.8800000000046566,-359.08000000000175,38089.202857142845,0.9998,0.953,0.047,0.0
-1,-436.52999999999884,-204.34000000000378,-797.0400000000009,-797.0400000000009,-204.34000000000378,-816.5299999999988,-440.4100000000035,38026.28714285713,0.9999,0.91,0.09,0.0
1,282.1800000000003,-154.34999999999854,77.83999999999651,-514.8600000000006,-514.8600000000006,77.83999999999651,-534.3499999999985,37949.95142857141,0.9998,0.881,0.115,0.005
-1,-28.330000000001746,253.84999999999854,-182.6800000000003,49.50999999999476,-543.1900000000023,-543.1900000000023,49.50999999999476,37957.024285714266,0.9999,0.925,0.067,0.008
1,0.8600000000005821,-27.470000000001164,254.70999999999913,-181.8199999999997,50.36999999999534,-542.3300000000017,-542.3300000000017,37879.54857142855,0.9997,0.912,0.084,0.004
1,507.1000000000058,507.9600000000064,479.63000000000466,761.810000000005,325.2800000000061,557.4700000000012,-35.229999999995925,37874.515714285684,0.9998,0.937,0.061,0.002
1,3015.8299999999945,3522.9300000000003,3523.790000000001,3495.459999999999,3777.6399999999994,3341.1100000000006,3573.2999999999956,38384.98714285711,0.9999,0.947,0.051,0.003
-1,-3015.8299999999945,0.0,507.1000000000058,507.9600000000064,479.63000000000466,761.810000000005,325.2800000000061,38431.45571428568,1.0,0.919,0.077,0.004
-1,-21.81999999999971,-3037.649999999994,-21.81999999999971,485.2800000000061,486.1400000000067,457.81000000000495,739.9900000000052,38537.168571428534,0.9999,0.919,0.079,0.003
1,1539.8299999999945,1518.0099999999948,-1497.8199999999997,1518.0099999999948,2025.1100000000006,2025.9700000000012,1997.6399999999994,38822.54571428568,0.9997,0.908,0.081,0.012
1,3348.3499999999985,4888.179999999993,4866.359999999993,1850.5299999999988,4866.359999999993,5373.459999999999,5374.32,39590.305714285685,0.9997,0.908,0.092,0.0
-1,-1762.3199999999997,1586.0299999999988,3125.8599999999933,3104.0399999999936,88.20999999999913,3104.0399999999936,3611.1399999999994,40106.18285714283,0.9999,0.954,0.04,0.007
-1,-3407.8799999999974,-5170.199999999997,-1821.8499999999985,-282.0200000000041,-303.8400000000038,-3319.6699999999983,-303.8400000000038,40062.77714285712,0.9999,0.909,0.087,0.004
1,2820.840000000004,-587.0399999999936,-2349.3599999999933,998.9900000000052,2538.8199999999997,2517.0,-498.82999999999447,39991.515714285684,0.9998,0.91,0.083,0.006
1,1086.0999999999985,3906.9400000000023,499.06000000000495,-1263.2599999999948,2085.090000000004,3624.9199999999983,3603.0999999999985,40506.24428571427,0.9998,0.951,0.049,0.0
-1,-273.70000000000437,812.3999999999942,3633.239999999998,225.36000000000058,-1536.9599999999991,1811.3899999999994,3351.219999999994,40984.989999999976,0.9998,0.935,0.065,0.0
1,1357.7400000000052,1357.7400000000052,1084.0400000000009,2170.1399999999994,4990.980000000003,1583.1000000000058,-179.2199999999939,41218.157142857126,0.9999,0.672,0.328,0.0
-1,-1782.6500000000015,-424.9099999999962,-424.9099999999962,-698.6100000000006,387.48999999999796,3208.3300000000017,-199.54999999999563,41189.64999999997,0.9999,0.895,0.1,0.005
-1,-219.25,-2001.9000000000015,-644.1599999999962,-644.1599999999962,-917.8600000000006,168.23999999999796,2989.0800000000017,41616.661428571395,0.9999,0.946,0.054,0.0
-1,-2748.840000000004,-2968.090000000004,-4750.740000000005,-3393.0,-3393.0,-3666.7000000000044,-2580.600000000006,41248.004285714254,0.9999,0.902,0.098,0.0
1,531.810000000005,-2217.029999999999,-2436.279999999999,-4218.93,-2861.189999999995,-2861.189999999995,-3134.8899999999994,40800.16285714282,0.9999,0.864,0.136,0.0
-1,-168.38999999999942,-168.38999999999942,363.42000000000553,-2385.4199999999983,-2604.6699999999983,-4387.32,-3029.5799999999945,39958.62428571425,0.9994,0.915,0.079,0.006
-1,-41.970000000001164,-210.36000000000058,-210.36000000000058,321.45000000000437,-2427.3899999999994,-2646.6399999999994,-4429.290000000001,39325.86857142854,0.9998,0.889,0.103,0.008
1,50.849999999998545,8.87999999999738,-159.51000000000204,-159.51000000000204,372.3000000000029,-2376.540000000001,-2595.790000000001,38955.0414285714,0.9999,0.901,0.099,0.0
-1,-64.05000000000291,-64.05000000000291,-13.200000000004366,-55.17000000000553,-223.56000000000495,-223.56000000000495,308.25,38659.5714285714,0.9999,0.924,0.072,0.004
1,545.3700000000026,481.3199999999997,481.3199999999997,532.1699999999983,490.1999999999971,321.8099999999977,321.8099999999977,38705.544285714255,0.9998,0.897,0.103,0.0
-1,-853.6200000000026,-308.25,-372.3000000000029,-372.3000000000029,-321.45000000000437,-363.42000000000553,-531.810000000005,38629.5714285714,0.9998,0.9,0.086,0.014
1,568.6300000000047,-284.98999999999796,260.38000000000466,196.33000000000175,196.33000000000175,247.1800000000003,205.20999999999913,38658.887142857115,0.9998,0.893,0.104,0.003
1,940.4499999999971,1509.0800000000017,655.4599999999991,1200.8300000000017,1136.7799999999988,1136.7799999999988,1187.6299999999974,38828.54857142854,0.9997,0.882,0.113,0.004
-1,-655.4599999999991,284.98999999999796,853.6200000000026,0.0,545.3700000000026,481.3199999999997,481.3199999999997,38897.30857142854,1.0,0.929,0.068,0.003
1,280.76000000000204,280.76000000000204,280.76000000000204,-374.6999999999971,565.75,1134.3800000000047,280.76000000000204,39084.08714285712,0.9998,0.878,0.11,0.012
-1,-577.1600000000035,-296.40000000000146,-296.40000000000146,-296.40000000000146,-951.8600000000006,-11.410000000003492,557.2200000000012,39163.689999999966,0.9999,0.906,0.091,0.003
1,28.220000000001164,-548.9400000000023,-268.1800000000003,-268.1800000000003,-268.1800000000003,-923.6399999999994,16.80999999999767,39166.091428571395,0.9999,0.898,0.091,0.011
-1,-1415.6900000000023,-1387.4700000000012,-1964.6300000000047,-1683.8700000000026,-1683.8700000000026,-1683.8700000000026,-2339.3300000000017,38831.90142857139,0.9997,0.903,0.083,0.014
1,1562.8700000000026,147.1800000000003,175.40000000000146,-401.76000000000204,-121.0,-121.0,-121.0,38814.61571428568,0.9999,0.9,0.098,0.003
-1,-1562.8700000000026,0.0,-1415.6900000000023,-1387.4700000000012,-1964.6300000000047,-1683.8700000000026,-1683.8700000000026,38574.062857142824,0.9997,0.932,0.061,0.007
1,1394.1200000000026,-168.75,1394.1200000000026,-21.56999999999971,6.650000000001455,-570.510000000002,-289.75,38532.66999999997,0.9999,0.906,0.089,0.005
-1,-1224.3899999999994,169.7300000000032,-1393.1399999999994,169.7300000000032,-1245.9599999999991,-1217.739999999998,-1794.9000000000015,38276.255714285675,0.9999,0.83,0.165,0.005
1,1488.9300000000003,1488.9300000000003,264.5400000000009,1658.6600000000035,95.79000000000087,1658.6600000000035,242.97000000000116,38137.00285714282,0.9999,0.95,0.038,0.012
-1,-1252.770000000004,236.15999999999622,236.15999999999622,-988.2300000000032,405.8899999999994,-1156.9800000000032,405.8899999999994,38194.987142857106,0.9997,0.907,0.093,0.0
-1,-128.70999999999913,-128.70999999999913,-1381.4800000000032,107.44999999999709,107.44999999999709,-1116.9400000000023,277.1800000000003,38069.301428571394,0.9999,0.877,0.116,0.008
1,290.0,161.29000000000087,161.29000000000087,-1091.4800000000032,397.4499999999971,397.4499999999971,-826.9400000000023,37951.167142857106,0.9999,0.907,0.089,0.004
1,916.9300000000003,1206.9300000000003,1078.2200000000012,1078.2200000000012,-174.5500000000029,1314.3799999999974,1314.3799999999974,38138.93571428568,0.9999,0.897,0.094,0.009
1,200.37000000000262,1117.300000000003,1407.300000000003,1278.5900000000038,1278.5900000000038,25.81999999999971,1514.75,38355.32857142854,0.9999,0.911,0.072,0.016
1,254.02999999999884,254.02999999999884,254.02999999999884,454.40000000000146,1371.3300000000017,1661.3300000000017,1532.6200000000026,38760.61857142853,0.9999,0.905,0.095,0.0
1,135.70999999999913,389.73999999999796,389.73999999999796,389.73999999999796,590.1100000000006,1507.0400000000009,1797.0400000000009,39017.33857142853,1.0,0.951,0.04,0.009
-1,-287.4300000000003,-287.4300000000003,-151.72000000000116,102.30999999999767,102.30999999999767,102.30999999999767,302.6800000000003,39275.86999999995,0.9998,0.917,0.083,0.0
-1,-247.72999999999593,-535.1599999999962,-535.1599999999962,-399.4499999999971,-145.41999999999825,-145.41999999999825,-145.41999999999825,39255.09571428567,0.9998,0.896,0.095,0.009
1,73.52999999999884,73.52999999999884,-174.1999999999971,-461.6299999999974,-461.6299999999974,-325.91999999999825,-71.88999999999942,39224.051428571394,0.9999,0.921,0.067,0.012
-1,-215.84999999999854,-142.3199999999997,-142.3199999999997,-390.04999999999563,-677.4799999999959,-677.4799999999959,-541.7699999999968,39146.65571428568,0.999,0.897,0.103,0.0
-1,-40.450000000004366,-256.3000000000029,-182.77000000000407,-182.77000000000407,-430.5,-717.9300000000003,-717.9300000000003,39044.09428571425,0.9997,0.932,0.068,0.0
1,430.5,430.5,390.04999999999563,174.1999999999971,247.72999999999593,247.72999999999593,0.0,38941.53285714282,0.9999,0.817,0.183,0.0
1,168.34999999999854,598.8499999999985,598.8499999999985,558.3999999999942,342.54999999999563,416.07999999999447,416.07999999999447,39000.97285714282,0.9998,0.904,0.092,0.003
-1,-168.34999999999854,0.0,430.5,430.5,390.04999999999563,174.1999999999971,247.72999999999593,39036.36285714282,0.9999,0.893,0.107,0.0
-1,-194.41999999999825,-194.41999999999825,-362.7699999999968,-194.41999999999825,236.08000000000175,236.08000000000175,195.62999999999738,39089.19571428568,1.0,0.91,0.087,0.003
1,412.98999999999796,218.5699999999997,218.5699999999997,50.220000000001164,218.5699999999997,649.0699999999997,649.0699999999997,39181.91999999997,0.9998,0.886,0.114,0.0
-1,-292.1999999999971,120.79000000000087,-73.62999999999738,-73.62999999999738,-241.97999999999593,-73.62999999999738,356.8700000000026,39232.90142857139,0.9998,0.847,0.153,0.0
1,451.16999999999825,158.97000000000116,571.9599999999991,377.5400000000009,377.5400000000009,209.19000000000233,377.5400000000009,39286.835714285684,0.9998,0.911,0.089,0.0
1,185.37000000000262,636.5400000000009,344.3400000000038,757.3300000000017,562.9100000000035,562.9100000000035,394.56000000000495,39343.2014285714,0.9999,0.814,0.182,0.004
-1,-810.6399999999994,-625.2699999999968,-174.09999999999854,-466.29999999999563,-53.30999999999767,-247.72999999999593,-247.72999999999593,39307.811428571404,0.9999,0.906,0.094,0.0
1,789.8999999999942,-20.74000000000524,164.62999999999738,615.7999999999956,323.59999999999854,736.5899999999965,542.1699999999983,39385.26428571426,0.9999,0.944,0.056,0.0
