Class,1 Hr Diff,2 Hr Diff,3 Hr Diff,4 Hr Diff,5 Hr Diff,6 Hr Diff,7 Hr Diff,7 Hr MA,Compound Score,Positive Score,Neutral Score,Negative Score
1,282.8600000000006,282.8600000000006,282.8600000000006,309.3799999999974,309.3799999999974,471.0199999999968,0.0,39880.91142857145,1.0,0.907,0.085,0.007
-1,-246.61000000000058,36.25,36.25,36.25,62.7699999999968,62.7699999999968,224.40999999999622,39912.97000000003,1.0,0.895,0.095,0.01
1,49.44000000000233,49.44000000000233,-197.16999999999825,85.69000000000233,85.69000000000233,85.69000000000233,112.20999999999913,39937.96714285718,0.9999,0.902,0.088,0.01
1,830.739999999998,830.739999999998,880.1800000000003,880.1800000000003,633.5699999999997,916.4300000000003,916.4300000000003,40081.12714285718,1.0,0.917,0.073,0.01
-1,-633.5699999999997,-633.5699999999997,-633.5699999999997,197.16999999999825,197.16999999999825,246.61000000000058,246.61000000000058,40337.78571428575,0.9992,0.883,0.098,0.018
-1,-134.52999999999884,-768.0999999999985,-768.0999999999985,-768.0999999999985,62.63999999999942,62.63999999999942,112.08000000000175,40353.79714285717,1.0,0.916,0.076,0.008
-1,-468.7300000000032,-603.260000000002,-1236.8300000000017,-1236.8300000000017,-1236.8300000000017,-406.0900000000038,-406.0900000000038,40295.78428571431,0.9999,0.903,0.088,0.009
1,318.92000000000553,-149.80999999999767,-284.3399999999965,-917.9099999999962,-917.9099999999962,-917.9099999999962,-87.16999999999825,40283.331428571444,1.0,0.916,0.076,0.007
-1,-755.4300000000003,-436.50999999999476,-905.239999999998,-1039.7699999999968,-1673.3399999999965,-1673.3399999999965,-1673.3399999999965,40044.28285714287,0.9991,0.943,0.057,0.0
1,576.0599999999977,576.0599999999977,576.0599999999977,576.0599999999977,576.0599999999977,-179.37000000000262,139.5500000000029,39308.26285714286,1.0,0.913,0.083,0.004
-1,-151.41999999999825,-151.41999999999825,-151.41999999999825,424.6399999999994,424.6399999999994,424.6399999999994,424.6399999999994,39425.59571428572,0.9925,0.871,0.129,0.0
1,330.7900000000009,179.37000000000262,179.37000000000262,179.37000000000262,755.4300000000003,755.4300000000003,755.4300000000003,39533.51428571429,1.0,0.91,0.086,0.004
1,574.7899999999936,574.7899999999936,574.7899999999936,574.7899999999936,574.7899999999936,574.7899999999936,905.5799999999945,39955.59285714286,0.996,0.896,0.104,0.0
-1,-36.05999999999767,538.7299999999959,538.7299999999959,538.7299999999959,538.7299999999959,538.7299999999959,538.7299999999959,40032.554285714294,1.0,0.918,0.078,0.004
-1,-388.91999999999825,-424.9799999999959,149.80999999999767,149.80999999999767,149.80999999999767,149.80999999999767,149.80999999999767,40053.95571428572,0.9999,0.904,0.091,0.004
1,189.30999999999767,-199.61000000000058,-235.66999999999825,339.11999999999534,339.11999999999534,339.11999999999534,339.11999999999534,40102.40142857144,1.0,0.91,0.079,0.011
-1,-1234.7799999999988,-1045.4700000000012,-1434.3899999999994,-1470.449999999997,-895.6600000000035,-895.6600000000035,-895.6600000000035,39974.45000000001,1.0,0.908,0.085,0.006
1,1159.8300000000017,1159.8300000000017,1159.8300000000017,-74.94999999999709,114.36000000000058,-274.5599999999977,-310.61999999999534,39674.172857142876,1.0,0.91,0.082,0.008
-1,-440.26000000000204,-440.26000000000204,-440.26000000000204,719.5699999999997,719.5699999999997,719.5699999999997,-515.2099999999991,39577.68571428575,0.9992,0.917,0.069,0.013
-1,-126.43000000000029,-126.43000000000029,-126.43000000000029,-126.43000000000029,-126.43000000000029,-566.6900000000023,-566.6900000000023,39742.22285714289,0.9993,0.915,0.085,0.0
1,841.25,841.25,841.25,714.8199999999997,714.8199999999997,714.8199999999997,714.8199999999997,39745.32285714289,0.998,0.938,0.045,0.017
-1,-1434.3899999999994,-593.1399999999994,-593.1399999999994,-593.1399999999994,-719.5699999999997,-719.5699999999997,-719.5699999999997,39642.52714285718,0.9999,0.91,0.086,0.005
1,1045.4700000000012,-388.91999999999825,452.33000000000175,452.33000000000175,452.33000000000175,325.90000000000146,325.90000000000146,39689.084285714314,1.0,0.92,0.076,0.004
1,189.30999999999767,1234.7799999999988,-199.61000000000058,641.6399999999994,641.6399999999994,641.6399999999994,515.2099999999991,39762.68571428574,1.0,0.903,0.089,0.008
-1,-440.26000000000204,-250.95000000000437,794.5199999999968,-639.8700000000026,201.37999999999738,201.37999999999738,201.37999999999738,39791.4542857143,0.998,0.942,0.046,0.012
1,440.26000000000204,0.0,189.30999999999767,1234.7799999999988,-199.61000000000058,641.6399999999994,641.6399999999994,39883.117142857154,0.9998,0.924,0.063,0.013
-1,-189.30999999999767,250.95000000000437,-189.30999999999767,0.0,1045.4700000000012,-388.91999999999825,452.33000000000175,39947.735714285714,0.9989,0.916,0.068,0.015
-1,-346.5599999999977,-535.8699999999953,-95.6099999999933,-535.8699999999953,-346.5599999999977,698.9100000000035,-735.4799999999959,39842.66714285714,0.9998,0.952,0.048,0.0
1,95.6099999999933,95.6099999999933,95.6099999999933,95.6099999999933,-250.95000000000437,-440.26000000000204,0.0,39816.450000000004,0.9955,0.968,0.032,0.0
-1,-95.6099999999933,0.0,0.0,0.0,0.0,-346.5599999999977,-535.8699999999953,39739.897142857146,0.9997,0.925,0.068,0.008
1,409.32999999999447,313.72000000000116,409.32999999999447,409.32999999999447,409.32999999999447,409.32999999999447,62.7699999999968,39748.86428571429,0.9991,0.928,0.06,0.012
-1,-124.02999999999884,-124.02999999999884,-124.02999999999884,-124.02999999999884,285.29999999999563,189.69000000000233,285.29999999999563,39965.04857142858,0.9998,0.908,0.092,0.0
1,250.5699999999997,126.54000000000087,126.54000000000087,126.54000000000087,126.54000000000087,535.8699999999953,440.26000000000204,40027.94285714287,0.9943,0.973,0.027,0.0
-1,-2404.529999999999,-2404.529999999999,-2153.959999999999,-2277.989999999998,-2277.989999999998,-2277.989999999998,-2277.989999999998,39779.06857142859,0.9985,0.9,0.092,0.009
1,541.5400000000009,-1862.989999999998,-1862.989999999998,-1612.4199999999983,-1736.449999999997,-1736.449999999997,-1736.449999999997,39531.0042857143,0.999,0.907,0.079,0.014
-1,-424.72000000000116,-424.72000000000116,-424.72000000000116,-424.72000000000116,116.81999999999971,-2287.709999999999,-2287.709999999999,38477.714285714304,0.9986,0.92,0.071,0.009
-1,-116.81999999999971,-116.81999999999971,-541.5400000000009,-541.5400000000009,-541.5400000000009,-541.5400000000009,0.0,38150.898571428595,0.9998,0.903,0.09,0.008
-1,-398.23999999999796,-515.0599999999977,-515.0599999999977,-939.7799999999988,-939.7799999999988,-939.7799999999988,-939.7799999999988,38016.64428571431,0.9994,0.948,0.046,0.006
1,222.8199999999997,-175.41999999999825,-292.23999999999796,-292.23999999999796,-716.9599999999991,-716.9599999999991,-716.9599999999991,37914.22142857146,0.9999,0.915,0.081,0.004
